Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to10,Feature log2 fold change topic 5to10
ENSG00000117450,PRDX1,209,-0.5483,368,0.47076,284,-0.0198
ENSG00000117448,AKR1A1,37,-0.8115,104,1.10645,52,-0.4383
ENSG00000132780,NASP,304,2.57224,64,-0.7954,46,-1.9747
ENSG00000159592,GPBP1L1,42,0.63672,16,-1.0546,31,0.07660
ENSG00000086015,MAST2,15,-0.9322,22,-0.2492,30,0.70946
ENSG00000117461,PIK3R3,9,-1.2012,23,0.33681,21,0.38461
ENSG00000085998,POMGNT1,58,0.03225,71,0.39274,52,-0.2996
ENSG00000132128,LRRC41,22,-0.7137,35,0.06091,37,0.37766
ENSG00000173660,UQCRH,160,-1.8667,421,-0.3088,642,1.14138
ENSG00000117481,NSUN4,22,0.60547,11,-0.5319,15,-0.1368
ENSG00000117480,FAAH,67,0.69136,60,0.47805,35,-0.8504
ENSG00000282881,TMEM275,1,-4.2394,21,0.40300,21,0.91280
ENSG00000079277,MKNK1,10,-1.2045,24,0.29241,23,0.42196
ENSG00000123472,ATPAF1,53,-1.2398,115,0.07031,129,0.61256
ENSG00000159658,EFCAB14,165,1.32450,99,0.26546,54,-1.2674
ENSG00000186377,CYP4X1,1,-3.8157,14,-0.1401,21,1.39388
ENSG00000162368,CMPK1,97,-0.4967,136,0.09833,137,0.23487
ENSG00000162373,BEND5,16,-1.1199,24,-0.5041,40,0.97691
ENSG00000162374,ELAVL4,20,-2.9633,86,-0.7227,183,1.77947
ENSG00000185104,FAF1,40,0.02851,46,0.27119,37,-0.2074
ENSG00000123091,RNF11,102,-2.1350,327,-0.2723,493,1.19642
ENSG00000085832,EPS15,156,-0.0288,153,-0.0572,161,0.05706
ENSG00000117859,OSBPL9,51,1.44027,21,-0.2781,17,-1.0218
ENSG00000078618,NRDC,167,0.54484,113,-0.1821,115,-0.2826
ENSG00000169213,RAB3B,28,-2.1100,195,1.23037,101,-0.1456
ENSG00000117862,TXNDC12,16,-0.8661,34,0.47364,28,0.13171
ENSG00000134717,BTF3L4,42,-0.6485,64,0.06088,67,0.34388
ENSG00000157077,ZFYVE9,27,-0.2407,22,-0.5921,35,0.52323
ENSG00000134748,PRPF38A,89,1.26986,49,0.08627,32,-1.0853
ENSG00000134744,TUT4,204,2.29132,44,-0.8639,40,-1.6137
ENSG00000162377,COA7,14,-0.8167,9,-1.5403,30,1.38424
ENSG00000162378,ZYG11B,56,-1.2901,91,-0.4939,153,1.05044
ENSG00000121310,ECHDC2,11,-0.7035,33,1.28547,14,-0.6526
ENSG00000116171,SCP2,58,-0.5577,84,0.07780,87,0.28311
ENSG00000162384,CZIB,37,-0.6283,68,0.44277,54,0.04321
ENSG00000162385,MAGOH,16,-0.9138,15,-1.0020,35,1.17358
ENSG00000157193,LRP8,4,-3.2489,50,0.60204,42,0.63257
ENSG00000058799,YIPF1,6,-1.4124,17,0.17341,18,0.59793
ENSG00000081870,HSPB11,18,-1.2465,44,0.26985,43,0.45682
ENSG00000116209,TMEM59,189,0.05409,222,0.35601,169,-0.2865
ENSG00000116221,MRPL37,16,-2.3275,85,0.42657,79,0.64468
ENSG00000157216,SSBP3,68,-2.0411,263,0.16650,290,0.80368
ENSG00000243725,TTC4,15,-0.4808,28,0.59837,19,-0.1576
ENSG00000116133,DHCR24,265,0.32441,158,-0.5922,230,0.11733
ENSG00000162402,USP24,31,0.31450,27,0.03150,25,-0.2410
ENSG00000162407,PLPP3,84,-0.0965,115,0.47711,82,-0.2818
ENSG00000162409,PRKAA2,10,-2.2925,27,-0.7133,57,1.59430
ENSG00000162601,MYSM1,64,0.97920,17,-1.3623,37,-0.1119
ENSG00000177606,JUN,66,-0.3023,75,-0.0720,84,0.24076
ENSG00000134709,HOOK1,8,-2.0491,13,-1.3715,42,1.97408
ENSG00000162599,NFIA,342,1.11142,233,0.33209,133,-1.1105
ENSG00000162604,TM2D1,36,-0.6520,52,-0.0127,58,0.39879
ENSG00000162607,USP1,118,1.89487,20,-1.4359,35,-0.9702
ENSG00000116641,DOCK7,15,-0.7893,24,0.00112,27,0.45967
ENSG00000125703,ATG4C,61,1.54644,35,0.32922,16,-1.5487
ENSG00000079739,PGM1,9,-1.8676,43,0.65435,33,0.33047
ENSG00000158966,CACHD1,9,-1.1103,20,0.19341,20,0.46229
ENSG00000162434,JAK1,71,0.23911,55,-0.2358,62,-0.0177
ENSG00000162433,AK4,12,-2.4520,47,-0.3459,75,1.34348
ENSG00000116675,DNAJC6,268,-0.4481,291,-0.3070,391,0.48281
ENSG00000213625,LEPROT,32,0.27557,37,0.55362,23,-0.5893
ENSG00000184588,PDE4B,112,1.56110,50,-0.0907,34,-1.2585
ENSG00000118473,SGIP1,44,-1.4684,100,-0.0992,129,0.83482
ENSG00000198160,MIER1,132,2.10839,15,-1.9253,35,-1.0537
ENSG00000142864,SERBP1,345,1.10441,128,-0.7420,171,-0.4674
ENSG00000116717,GADD45A,18,-0.6130,20,-0.4416,31,0.66542
ENSG00000172380,GNG12,3,-2.5525,39,1.51456,17,-0.3393
ENSG00000116729,WLS,14,-2.1796,114,1.55750,47,-0.4475
ENSG00000033122,LRRC7,17,-1.9162,39,-0.6174,75,1.39487
ENSG00000066557,LRRC40,13,-0.8125,12,-0.8620,26,1.03471
ENSG00000116754,SRSF11,753,1.83152,299,-0.1177,182,-1.5296
ENSG00000118454,ANKRD13C,25,-0.2986,22,-0.4918,33,0.50337
ENSG00000132485,ZRANB2,258,0.86450,106,-0.7523,153,-0.2488
ENSG00000172260,NEGR1,95,-1.5738,195,-0.4079,313,1.10968
ENSG00000178965,ERICH3,21,-1.9953,50,-0.6415,98,1.44112
ENSG00000116791,CRYZ,4,-2.5092,25,0.40530,24,0.70118
ENSG00000162623,TYW3,54,0.37213,42,-0.0534,41,-0.2288
ENSG00000117054,ACADM,42,0.10576,31,-0.4325,42,0.19352
ENSG00000137955,RABGGTB,38,-0.2853,67,0.79412,39,-0.4268
ENSG00000117069,ST6GALNAC5,0,-5.7320,13,-1.5015,49,2.82828
ENSG00000142892,PIGK,24,-0.5477,42,0.45879,33,-0.0106
ENSG00000154027,AK5,149,-1.2331,207,-0.6977,399,1.16093
ENSG00000036549,AC118549.1,63,1.30768,32,-0.0574,23,-1.0268
ENSG00000077254,USP33,73,-0.3400,79,-0.1838,96,0.33792
ENSG00000180488,MIGA1,141,0.36565,61,-1.0869,125,0.31490
ENSG00000162613,FUBP1,56,0.30887,26,-0.9852,52,0.31712
ENSG00000162616,DNAJB4,19,-0.4322,20,-0.4140,29,0.54046
ENSG00000117114,ADGRL2,2,-3.2040,2,-3.0172,31,3.48040
ENSG00000137941,TTLL7,1099,2.58338,144,-1.5451,196,-1.6634
ENSG00000142875,PRKACB,233,-0.7334,272,-0.4718,426,0.75303
ENSG00000117133,RPF1,28,-0.0064,20,-0.5286,30,0.32725
ENSG00000174021,GNG5,15,-0.9981,46,0.92873,27,-0.2000
ENSG00000117155,SSX2IP,30,-1.7649,38,-1.3777,124,1.84768
