Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to10,Feature log2 fold change topic 6to10
ENSG00000041988,THAP3,11,-0.7700,16,-0.1316,13,-0.4115,21,0.64075
ENSG00000007923,DNAJC11,13,-1.2872,26,-0.1354,28,0.01654,35,0.71022
ENSG00000171735,CAMTA1,119,-0.8465,129,-0.7115,424,1.32387,205,0.16101
ENSG00000049245,VAMP3,99,1.49013,83,1.07003,21,-1.2798,19,-2.0047
ENSG00000049246,PER3,52,0.40200,56,0.55028,46,0.14689,31,-0.7421
ENSG00000116288,PARK7,175,-1.2253,354,-0.0433,186,-1.0399,476,0.93704
ENSG00000116285,ERRFI1,12,-0.4841,18,0.19625,21,0.40211,16,-0.0133
ENSG00000162426,SLC45A1,9,-1.9517,28,-0.0834,29,0.01193,38,0.87819
ENSG00000142599,RERE,257,1.48775,61,-1.2096,126,0.02162,97,-0.6517
ENSG00000074800,ENO1,192,-2.0052,891,0.57529,472,-0.5207,785,0.57354
ENSG00000171612,SLC25A33,19,-0.5566,22,-0.3190,15,-0.8724,33,0.77129
ENSG00000171603,CLSTN1,154,-2.0818,520,-0.1173,794,0.58641,682,0.66937
ENSG00000178585,CTNNBIP1,31,-0.5622,39,-0.1532,44,0.04274,49,0.40051
ENSG00000162441,LZIC,107,1.14218,61,0.04748,47,-0.3917,43,-0.8236
ENSG00000130939,UBE4B,39,0.03427,30,-0.4120,58,0.69207,37,-0.0818
ENSG00000054523,KIF1B,463,0.51811,258,-0.5322,558,0.76521,302,-0.4059
ENSG00000142657,PGD,32,-0.8707,82,0.82895,35,-0.6515,54,0.03542
ENSG00000175279,CENPS,5,-1.6346,9,-0.6783,25,0.97849,17,0.64993
ENSG00000241563,CORT,7,-3.5007,136,1.38049,53,-0.4194,70,0.04283
ENSG00000160049,DFFA,92,1.00611,53,-0.0634,69,0.36785,38,-0.9104
ENSG00000142655,PEX14,4,-2.4460,25,0.42794,28,0.55055,23,0.37426
ENSG00000120948,TARDBP,101,0.44625,87,0.15955,73,-0.1404,69,-0.3709
ENSG00000116649,SRM,28,-1.4596,66,-0.0636,54,-0.3754,89,0.85989
ENSG00000171824,EXOSC10,57,0.80050,26,-0.5868,42,0.21370,33,-0.3489
ENSG00000198793,MTOR,22,-1.0535,48,0.30937,32,-0.3789,47,0.44949
ENSG00000116661,FBXO2,83,-1.7962,326,0.52091,156,-0.7191,299,0.61878
ENSG00000132879,FBXO44,30,-1.8552,70,-0.5287,122,0.40889,125,0.95126
ENSG00000116670,MAD2L2,14,-0.3786,21,0.34043,23,0.43656,17,-0.1874
ENSG00000177000,MTHFR,19,-0.1081,13,-0.7436,52,1.61996,17,-0.4229
ENSG00000011021,CLCN6,34,-1.1723,68,0.01272,105,0.71279,74,0.25853
ENSG00000116685,KIAA2013,37,0.13643,41,0.31411,39,0.17862,30,-0.3736
ENSG00000083444,PLOD1,17,-0.2639,34,0.95521,7,-1.5113,19,-0.2098
ENSG00000116688,MFN2,65,-0.8298,118,0.20785,107,0.01781,116,0.29844
ENSG00000116691,MIIP,20,-0.1296,22,0.01156,8,-1.5187,25,0.43832
ENSG00000048707,VPS13D,46,-0.3081,55,0.00665,71,0.41175,55,0.01436
ENSG00000162496,DHRS3,9,-1.2372,40,1.42119,19,-0.0711,16,-0.5403
ENSG00000116731,PRDM2,202,0.86047,47,-1.6457,307,1.48486,97,-0.7271
ENSG00000189337,KAZN,79,0.65084,60,0.14054,44,-0.3877,47,-0.4431
ENSG00000142634,EFHD2,11,-3.7215,201,0.87224,155,0.31324,140,0.26701
ENSG00000116138,DNAJC16,13,-1.0233,26,0.12937,53,1.32386,22,-0.2422
ENSG00000197312,DDI2,27,0.08989,16,-0.7730,60,1.45215,22,-0.4120
ENSG00000116786,PLEKHM2,57,-0.6297,70,-0.2785,75,-0.1427,98,0.57642
ENSG00000065526,SPEN,416,2.66786,33,-2.2666,210,0.72232,49,-2.1682
ENSG00000116809,ZBTB17,25,0.31857,23,0.16912,13,-0.6891,20,-0.1245
ENSG00000185519,FAM131C,40,1.44328,18,-0.1713,7,-1.5072,15,-0.7307
ENSG00000037637,FBXO42,11,-0.7846,18,-0.0077,28,0.70373,19,0.12063
ENSG00000055070,SZRD1,46,0.71036,37,0.31146,26,-0.2945,24,-0.6462
ENSG00000159363,ATP13A2,36,-1.9048,120,0.04925,120,0.04355,147,0.76255
ENSG00000117118,SDHB,34,-1.3141,74,-0.0293,28,-1.4772,101,1.04467
ENSG00000117115,PADI2,292,1.92025,222,1.23645,30,-2.1177,28,-2.8997
ENSG00000179051,RCC2,14,-0.4801,23,0.35905,32,0.89365,16,-0.3824
ENSG00000074964,ARHGEF10L,7,-1.4069,24,0.62253,12,-0.5237,19,0.37243
ENSG00000117154,IGSF21,17,-2.2816,92,0.49937,86,0.31906,80,0.39626
ENSG00000159423,ALDH4A1,8,-1.7632,42,1.08791,25,0.06759,23,-0.1149
ENSG00000127481,UBR4,52,1.28836,11,-1.4811,52,1.06469,19,-0.8924
ENSG00000127463,EMC1,21,-0.3544,24,-0.0808,32,0.34421,27,0.12496
ENSG00000053372,MRTO4,15,-1.7553,34,-0.4239,71,0.79832,53,0.65773
ENSG00000053371,AKR7A2,24,-0.9556,66,0.87163,19,-1.1721,44,0.14417
ENSG00000077549,CAPZB,126,-0.6920,173,-0.1516,208,0.16492,215,0.41551
ENSG00000173436,MICOS10,307,-0.4495,472,0.31522,139,-1.6126,455,0.42397
ENSG00000158747,NBL1,27,-2.7063,147,-0.0159,170,0.21904,193,0.89530
ENSG00000162545,CAMK2N1,1062,-0.5604,814,-0.9997,1534,0.07319,1874,0.82545
ENSG00000090432,MUL1,11,-0.7741,13,-0.5232,28,0.68511,21,0.42261
ENSG00000158828,PINK1,155,-1.8093,565,0.34786,385,-0.3079,571,0.64343
ENSG00000244038,DDOST,15,-1.2297,38,0.33539,17,-0.9479,39,0.64182
ENSG00000117245,KIF17,2,-3.1106,22,0.26821,18,-0.1396,25,0.88577
ENSG00000189410,SH2D5,4,-3.1066,30,-0.2370,41,0.25326,47,1.08646
ENSG00000127483,HP1BP3,374,1.17603,108,-1.1035,296,0.58287,162,-0.6324
ENSG00000075151,EIF4G3,258,0.66429,114,-0.8038,334,1.02091,148,-0.5431
ENSG00000117298,ECE1,26,0.40211,37,1.13706,22,0.09562,12,-1.2862
ENSG00000076864,RAP1GAP,28,-2.5547,145,0.08391,144,0.06820,178,0.86389
ENSG00000090686,USP48,137,1.28881,41,-0.9510,94,0.42620,54,-0.7283
ENSG00000070831,CDC42,142,-0.5386,203,0.07786,183,-0.0971,214,0.29120
ENSG00000173372,C1QA,18,-0.2160,55,2.20865,8,-1.4659,10,-1.5993
ENSG00000173369,C1QB,27,-0.0564,77,2.25201,8,-1.7688,13,-1.7346
ENSG00000004487,KDM1A,23,-1.0550,37,-0.2671,74,0.90403,47,0.28053
ENSG00000169641,LUZP1,43,-0.8657,29,-1.4638,209,1.90115,71,0.01709
ENSG00000125944,HNRNPR,168,0.61101,76,-0.7980,145,0.28991,116,-0.1248
ENSG00000142676,RPL11,915,0.50890,1110,0.90275,216,-1.7963,541,-0.6569
ENSG00000011007,ELOA,36,0.75578,17,-0.5964,30,0.34933,21,-0.3638
ENSG00000057757,PITHD1,75,-1.3493,143,-0.2873,170,0.02405,215,0.82452
ENSG00000011009,LYPLA2,7,-1.8660,18,-0.5088,30,0.33812,32,0.97767
ENSG00000117305,HMGCL,16,-0.1303,18,0.08436,17,-0.0831,18,0.05546
ENSG00000189266,PNRC2,43,-0.3917,60,0.20543,47,-0.2143,57,0.16632
ENSG00000188529,SRSF10,74,0.29606,59,-0.1026,66,0.08930,59,-0.1700
ENSG00000001461,NIPAL3,347,1.67613,156,-0.0024,174,0.17498,76,-1.6260
ENSG00000133226,SRRM1,794,2.62227,111,-1.4277,267,0.03187,108,-1.9396
ENSG00000169504,CLIC4,143,2.07684,113,1.45202,7,-2.9796,7,-3.8082
ENSG00000117614,SYF2,165,0.67568,97,-0.3158,122,0.08463,102,-0.3364
ENSG00000117616,RSRP1,95,0.57625,91,0.48711,73,0.07019,51,-0.8018
ENSG00000183726,TMEM50A,71,0.18644,58,-0.1610,51,-0.3463,66,0.08899
ENSG00000204178,MACO1,70,1.06605,20,-1.1792,75,1.01608,30,-0.7461
ENSG00000117643,MAN1C1,14,-1.0682,18,-0.6600,25,-0.1393,36,0.99074
ENSG00000162430,SELENON,15,-1.1055,50,0.97933,33,0.13124,27,-0.2472
ENSG00000117640,MTFR1L,26,-1.4461,68,0.14490,90,0.58087,70,0.32974
ENSG00000117632,STMN1,872,-0.8205,1192,-0.2917,1020,-0.5060,1783,0.79164
ENSG00000158008,EXTL1,4,-3.5691,26,-0.7393,65,0.81760,55,1.12317
ENSG00000142684,ZNF593,6,-2.6298,36,0.16584,23,-0.5389,44,1.02894
ENSG00000142669,SH3BGRL3,131,-1.0703,249,0.01752,201,-0.3216,301,0.64541
ENSG00000158062,UBXN11,3,-2.8309,13,-0.8302,27,0.39006,31,1.33184
ENSG00000117682,DHDDS,5,-1.9895,19,-0.0332,23,0.30285,24,0.73015
ENSG00000198830,HMGN2,232,0.42685,281,0.80993,100,-0.9457,143,-0.6502
ENSG00000117713,ARID1A,87,0.57425,62,-0.0490,98,0.69925,48,-0.6983
ENSG00000204160,ZDHHC18,10,-1.1625,28,0.66830,29,0.62885,18,-0.1815
ENSG00000142751,GPN2,17,-0.2080,25,0.48010,19,-0.0143,18,-0.2056
ENSG00000090273,NUDC,165,-0.7696,296,0.24574,217,-0.2820,290,0.34637
ENSG00000253368,TRNP1,9,-2.6243,36,-0.4808,36,-0.4498,71,1.46350
ENSG00000090020,SLC9A1,3,-2.1404,8,-0.8718,14,0.14537,19,1.33912
ENSG00000142784,WDTC1,16,-0.9377,32,0.29121,44,0.78179,27,-0.0582
ENSG00000186501,TMEM222,34,-0.8543,87,0.81281,60,0.08674,53,-0.1859
ENSG00000158195,WASF2,187,2.28959,70,0.05317,52,-0.3987,22,-2.3258
ENSG00000126705,AHDC1,16,-1.4745,39,-0.0216,77,1.11234,42,0.15111
ENSG00000126709,IFI6,64,-0.8747,165,0.84300,108,0.02354,100,-0.1795
ENSG00000009780,FAM76A,20,-0.0733,15,-0.5193,33,0.72086,21,0.02718
ENSG00000117758,STX12,72,-0.7469,116,0.07992,111,0.00339,125,0.35450
ENSG00000117751,PPP1R8,33,0.10458,39,0.43973,19,-0.7469,29,-0.1569
ENSG00000117748,RPA2,26,-1.4259,60,-0.0828,67,0.10792,78,0.68774
ENSG00000126698,DNAJC8,266,0.43760,100,-1.2459,206,-0.0334,233,0.31146
ENSG00000130770,ATP5IF1,201,-1.8714,463,-0.5352,204,-1.7289,953,1.63528
ENSG00000204138,PHACTR4,113,2.69148,28,-0.4222,33,-0.1255,9,-2.7077
ENSG00000180098,TRNAU1AP,27,0.29604,24,0.05113,13,-0.8341,23,0.00429
ENSG00000198492,YTHDF2,42,-0.8264,37,-1.0179,110,0.79855,82,0.61258
ENSG00000116350,SRSF4,128,1.05340,57,-0.4699,71,-0.0739,61,-0.5250
ENSG00000116353,MECR,11,-2.0342,38,-0.1024,30,-0.4408,54,1.07375
ENSG00000162511,LAPTM5,29,0.29513,56,1.66845,7,-1.8967,14,-1.2674
ENSG00000162512,SDC3,35,-1.3437,149,1.30387,101,0.41662,62,-0.5878
ENSG00000134644,PUM1,95,-0.4153,100,-0.3354,250,1.22778,113,-0.1717
ENSG00000121766,ZCCHC17,164,-0.1401,136,-0.4651,195,0.15049,196,0.30100
ENSG00000121769,FABP3,18,-2.8397,68,-0.8188,59,-0.9611,173,1.89528
ENSG00000162517,PEF1,26,-1.6574,70,-0.0355,64,-0.1687,92,0.83341
ENSG00000084636,COL16A1,64,0.17363,92,0.86890,69,0.27316,40,-0.9044
ENSG00000121753,ADGRB2,41,-2.5787,138,-0.6772,277,0.49578,282,1.14879
ENSG00000184007,PTP4A2,1408,2.58124,424,-0.1832,226,-1.1337,161,-2.2674
ENSG00000121774,KHDRBS1,132,0.12899,137,0.18844,158,0.39985,107,-0.3729
ENSG00000025800,KPNA6,94,0.13783,50,-0.9393,152,0.93692,86,-0.0372
ENSG00000084652,TXLNA,36,0.42243,35,0.36675,43,0.68088,20,-0.8673
ENSG00000160050,CCDC28B,9,-1.3176,25,0.35434,9,-1.2524,26,0.71909
ENSG00000084623,EIF3I,49,-0.9841,93,0.11209,92,0.09080,99,0.40232
ENSG00000175130,MARCKSL1,675,1.78607,389,0.54291,77,-2.0239,141,-1.6360
ENSG00000160058,BSDC1,51,-0.2745,57,-0.0726,81,0.51113,59,-0.0002
ENSG00000176261,ZBTB8OS,36,-0.3249,39,-0.1803,23,-0.9660,52,0.57928
ENSG00000162521,RBBP4,82,0.00782,67,-0.3593,112,0.51152,82,-0.0040
ENSG00000162522,KIAA1522,3,-2.5244,9,-0.8476,10,-0.6619,23,1.74943
ENSG00000134684,YARS,28,-2.0310,100,0.06202,127,0.43475,117,0.61394
ENSG00000160097,FNDC5,6,-1.8767,11,-0.9672,37,1.07419,25,0.78828
ENSG00000121905,HPCA,17,-3.5320,74,-1.3663,124,-0.4885,277,2.15915
ENSG00000121900,TMEM54,37,-0.2709,55,0.40723,35,-0.3442,44,-0.0063
ENSG00000004455,AK2,64,0.88388,66,0.94934,20,-1.1012,25,-1.1577
ENSG00000142920,AZIN2,19,-0.6840,43,0.78438,22,-0.4005,28,-0.0766
ENSG00000160094,ZNF362,10,-0.8516,17,0.11553,29,0.93962,16,-0.0604
ENSG00000134686,PHC2,69,0.30747,65,0.21926,51,-0.2032,52,-0.2879
ENSG00000163866,SMIM12,15,-1.9997,44,-0.2365,56,0.17160,67,0.92420
ENSG00000116544,DLGAP3,1,-5.0850,34,-0.2015,59,0.71733,50,0.95466
ENSG00000163867,ZMYM6,13,-0.5938,19,-0.0161,23,0.30545,20,0.22519
ENSG00000116560,SFPQ,473,1.38505,215,-0.1906,206,-0.2356,162,-0.9629
ENSG00000146463,ZMYM4,51,0.21320,37,-0.3442,79,0.92149,39,-0.3660
ENSG00000142687,KIAA0319L,56,-0.4286,65,-0.1851,124,0.88930,71,-0.0437
ENSG00000020129,NCDN,53,-3.4639,368,-0.4594,532,0.17130,683,1.31139
ENSG00000126067,PSMB2,51,-1.0424,117,0.38737,77,-0.3323,107,0.37280
ENSG00000142686,C1orf216,11,-3.1644,80,-0.1547,115,0.45000,115,0.94220
ENSG00000134698,AGO4,12,-0.6278,36,1.51110,12,-0.5883,13,-0.7317
ENSG00000092847,AGO1,43,0.13854,55,0.59536,55,0.51007,30,-0.7467
ENSG00000126070,AGO3,113,1.87560,24,-1.1054,92,1.13844,20,-1.8182
ENSG00000116863,ADPRHL2,20,-0.1818,25,0.18499,15,-0.6129,24,0.17545
ENSG00000054116,TRAPPC3,19,-1.3939,36,-0.3941,25,-0.8934,63,1.20087
ENSG00000116871,MAP7D1,234,0.18834,214,0.02108,173,-0.3162,209,-0.0345
ENSG00000054118,THRAP3,238,1.13804,77,-0.9293,252,1.05538,91,-0.9477
ENSG00000196182,STK40,9,-1.0957,29,0.93265,17,-0.0790,17,-0.1324
ENSG00000181817,LSM10,16,-1.4628,33,-0.2844,13,-1.6209,56,1.30353
ENSG00000116885,OSCP1,2,-3.2123,18,-0.0875,12,-0.6900,27,1.35424
ENSG00000116898,MRPS15,30,-1.2685,57,-0.2099,25,-1.4764,89,1.15337
ENSG00000163873,GRIK3,1,-4.1781,32,0.91494,49,1.57069,16,-0.4783
ENSG00000163875,MEAF6,36,-1.6279,98,0.00872,120,0.32473,118,0.59721
ENSG00000134697,GNL2,42,1.16706,14,-0.8466,22,-0.1163,20,-0.4335
ENSG00000185090,MANEAL,4,-2.5768,13,-0.9727,31,0.40128,35,1.35416
ENSG00000197982,C1orf122,242,-0.0532,326,0.50019,101,-1.3895,251,0.02265
ENSG00000188786,MTF1,36,1.48315,18,0.02812,24,0.48895,8,-1.5805
ENSG00000183431,SF3A3,33,-0.3503,34,-0.2803,42,0.05329,45,0.35946
ENSG00000183520,UTP11,35,0.27340,9,-1.8466,26,-0.2005,37,0.67447
ENSG00000116954,RRAGC,42,-0.1322,55,0.35796,47,0.06942,42,-0.1896
ENSG00000174574,AKIRIN1,76,-0.1403,54,-0.7250,116,0.57104,89,0.24324
ENSG00000168653,NDUFS5,376,-1.4549,783,-0.2467,493,-0.9382,1238,1.13810
ENSG00000127603,MACF1,591,1.52107,186,-0.7217,470,0.84212,161,-1.3305
ENSG00000090621,PABPC4,109,0.85142,58,-0.3365,89,0.39022,55,-0.6043
ENSG00000116983,HPCAL4,30,-3.5848,259,-0.2563,513,0.89445,381,0.80088
ENSG00000084072,PPIE,32,-0.3100,47,0.37991,31,-0.3052,39,0.02434
ENSG00000131236,CAP1,135,-0.2920,158,-0.0163,177,0.17122,166,0.12151
ENSG00000131238,PPT1,57,-1.1571,130,0.25600,98,-0.2363,132,0.48404
ENSG00000117000,RLF,34,1.12540,7,-1.5222,41,1.29047,13,-0.8721
ENSG00000084073,ZMPSTE24,24,-0.2795,29,0.03889,46,0.79057,26,-0.2101
ENSG00000049089,COL9A2,80,1.28240,101,1.84564,16,-1.4863,9,-3.0100
ENSG00000084070,SMAP2,48,-1.3129,67,-0.7632,174,0.83263,130,0.67573
ENSG00000117016,RIMS3,10,-3.6105,45,-1.3240,175,0.92701,144,1.32517
ENSG00000066136,NFYC,14,-1.0193,34,0.45174,38,0.55673,26,-0.0292
ENSG00000179862,CITED4,4,-2.0284,16,0.35632,20,0.63747,15,0.30372
ENSG00000127124,HIVEP3,11,-0.7541,8,-1.1907,47,1.71567,17,0.02787
ENSG00000198815,FOXJ3,14,-1.5375,27,-0.5245,73,1.12813,43,0.44937
ENSG00000177181,RIMKLA,10,-1.6936,8,-1.9719,56,1.16912,37,1.01151
ENSG00000127125,PPCS,46,-0.4128,54,-0.1359,38,-0.6795,69,0.53516
ENSG00000186409,CCDC30,41,0.57831,13,-1.3280,77,1.62140,23,-0.6887
ENSG00000171960,PPIH,6,-1.4955,23,0.62919,6,-1.4997,19,0.59639
ENSG00000065978,YBX1,248,1.24923,149,0.20499,49,-1.5259,97,-0.7902
ENSG00000164008,C1orf50,20,-0.4523,33,0.47439,15,-0.7723,27,0.15390
ENSG00000177868,SVBP,43,-0.2237,58,0.31081,47,-0.0568,48,-0.0550
ENSG00000117394,SLC2A1,37,0.02519,63,1.07702,27,-0.4266,27,-0.7336
ENSG00000117395,EBNA1BP2,48,-1.0973,76,-0.3347,73,-0.3740,120,0.89927
ENSG00000179178,TMEM125,122,3.06228,41,0.26743,9,-1.9811,4,-3.8434
ENSG00000066322,ELOVL1,165,2.59506,68,0.39037,9,-2.6131,14,-2.6961
ENSG00000159479,MED8,12,-1.0115,24,0.09765,25,0.15547,26,0.39779
ENSG00000198198,SZT2,37,1.37756,23,0.39364,15,-0.3434,10,-1.3735
ENSG00000178922,HYI,23,0.10579,43,1.37797,10,-1.1730,15,-0.9108
ENSG00000142949,PTPRF,92,-0.1791,68,-0.6840,151,0.64244,109,0.21200
ENSG00000066135,KDM4A,15,-0.0134,4,-2.0940,22,0.60454,18,0.59487
ENSG00000126091,ST3GAL3,4,-3.2056,40,0.42031,57,0.95084,35,0.26694
ENSG00000117408,IPO13,107,0.65428,112,0.74325,49,-0.6910,54,-0.8411
ENSG00000117410,ATP6V0B,168,-1.3049,312,-0.2851,303,-0.3064,481,0.92766
ENSG00000117411,B4GALT2,41,-0.8399,73,0.16716,83,0.35548,71,0.19535
ENSG00000159214,CCDC24,4,-1.9715,9,-0.9249,13,-0.1692,22,1.46286
ENSG00000178028,DMAP1,37,-0.7944,55,-0.1596,83,0.52387,66,0.30925
ENSG00000117419,ERI3,67,-1.3913,186,0.34664,112,-0.4966,184,0.57759
ENSG00000187147,RNF220,178,0.53773,146,0.15933,106,-0.3638,116,-0.3714
ENSG00000142937,RPS8,2250,0.84023,1696,0.28151,452,-1.7922,1242,-0.4262
ENSG00000070785,EIF2B3,30,-0.0901,30,-0.1080,26,-0.3326,34,0.23397
ENSG00000126088,UROD,35,-1.4397,109,0.51262,70,-0.2677,94,0.39623
ENSG00000117450,PRDX1,209,-0.5483,368,0.47076,152,-0.9863,311,0.25219
ENSG00000117448,AKR1A1,37,-0.8115,104,1.10645,19,-1.7075,58,-0.0433
ENSG00000132780,NASP,304,2.57224,64,-0.7954,52,-1.0269,45,-1.7883
ENSG00000159592,GPBP1L1,42,0.63672,16,-1.0546,37,0.35627,29,-0.0684
ENSG00000086015,MAST2,15,-0.9322,22,-0.2492,31,0.30539,30,0.52300
ENSG00000117461,PIK3R3,9,-1.2012,23,0.33681,25,0.43219,21,0.18254
ENSG00000085998,POMGNT1,58,0.03225,71,0.39274,60,0.06654,51,-0.3183
ENSG00000132128,LRRC41,22,-0.7137,35,0.06091,27,-0.3180,39,0.46004
ENSG00000173660,UQCRH,160,-1.8667,421,-0.3088,206,-1.3736,729,1.41164
ENSG00000117481,NSUN4,22,0.60547,11,-0.5319,13,-0.3455,16,-0.0195
ENSG00000117480,FAAH,67,0.69136,60,0.47805,41,-0.2118,34,-0.7890
ENSG00000282881,TMEM275,1,-4.2394,21,0.40300,26,0.70629,20,0.49550
ENSG00000079277,MKNK1,10,-1.2045,24,0.29241,24,0.24702,23,0.29669
ENSG00000123472,ATPAF1,53,-1.2398,115,0.07031,108,-0.0428,133,0.57900
ENSG00000159658,EFCAB14,165,1.32450,99,0.26546,64,-0.4567,52,-1.1610
ENSG00000186377,CYP4X1,1,-3.8157,14,-0.1401,11,-0.4592,23,1.38315
ENSG00000162368,CMPK1,97,-0.4967,136,0.09833,135,0.07483,137,0.19417
ENSG00000162373,BEND5,16,-1.1199,24,-0.5041,26,-0.3151,42,0.98921
ENSG00000162374,ELAVL4,20,-2.9633,86,-0.7227,296,1.39006,161,0.65657
ENSG00000185104,FAF1,40,0.02851,46,0.27119,41,0.04382,37,-0.2181
ENSG00000123091,RNF11,102,-2.1350,327,-0.2723,537,0.55831,484,0.79289
ENSG00000085832,EPS15,156,-0.0288,153,-0.0572,147,-0.1159,164,0.09499
ENSG00000117859,OSBPL9,51,1.44027,21,-0.2781,16,-0.7025,18,-0.8240
ENSG00000078618,NRDC,167,0.54484,113,-0.1821,163,0.43234,105,-0.4549
ENSG00000169213,RAB3B,28,-2.1100,195,1.23037,275,1.66131,66,-1.1174
ENSG00000117862,TXNDC12,16,-0.8661,34,0.47364,15,-0.8294,30,0.36462
ENSG00000134717,BTF3L4,42,-0.6485,64,0.06088,43,-0.5603,72,0.49858
ENSG00000157077,ZFYVE9,27,-0.2407,22,-0.5921,47,0.68590,33,0.18189
ENSG00000134748,PRPF38A,89,1.26986,49,0.08627,37,-0.3603,31,-0.9925
ENSG00000134744,TUT4,204,2.29132,44,-0.8639,97,0.44792,29,-2.0245
ENSG00000162377,COA7,14,-0.8167,9,-1.5403,34,0.67087,29,0.86941
