Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000162413,KLHL21,42,1.53318,31,0.97742,19,0.18147,23,0.48682,15,-0.1996,1,-4.2552,8,-1.1276,12,-0.5660,11,-0.6992
ENSG00000041988,THAP3,19,0.01764,20,0.04239,28,0.62252,16,-0.3002,19,0.02606,27,0.54401,14,-0.4808,16,-0.2660,17,-0.1712
ENSG00000007923,DNAJC11,16,-0.2600,26,0.49839,36,1.01525,25,0.38225,26,0.50519,2,-3.1509,17,-0.2201,14,-0.5322,14,-0.4986
ENSG00000171735,CAMTA1,145,-0.7401,209,-0.1677,255,0.15259,379,0.80907,366,0.75084,265,0.21224,191,-0.3418,176,-0.4403,146,-0.7314
ENSG00000049245,VAMP3,158,3.06352,56,0.89378,19,-0.8579,37,0.21045,8,-2.0735,0,-5.2254,12,-1.5693,8,-2.0799,14,-1.2837
ENSG00000049246,PER3,69,1.29058,59,1.00542,40,0.37100,37,0.24108,37,0.24148,16,-1.0740,15,-1.2127,16,-1.0090,15,-1.1955
ENSG00000116288,PARK7,262,-0.9680,494,0.02279,376,-0.4080,366,-0.4505,212,-1.2832,585,0.29684,741,0.80550,558,0.21983,536,0.15290
ENSG00000116285,ERRFI1,28,1.07717,9,-0.8090,13,-0.1842,21,0.54729,23,0.75396,15,-0.0104,6,-1.4809,11,-0.4870,16,0.13690
ENSG00000162426,SLC45A1,12,-0.7307,6,-1.6087,19,-0.0134,40,1.21854,52,1.68357,1,-4.4504,7,-1.6007,10,-1.0335,40,1.18576
ENSG00000142599,RERE,150,1.16900,86,0.22770,89,0.29050,96,0.41173,89,0.28803,9,-3.0656,69,-0.1283,44,-0.8348,44,-0.8198
ENSG00000074800,ENO1,364,-0.9104,903,0.52877,764,0.25344,809,0.34621,558,-0.2508,479,-0.4904,433,-0.7082,671,0.04256,1119,0.89476
ENSG00000171612,SLC25A33,18,-0.9479,52,0.71987,27,-0.3344,27,-0.3021,9,-1.9089,55,0.83144,38,0.26563,40,0.31793,27,-0.3412
ENSG00000171603,CLSTN1,161,-1.4541,242,-0.8327,654,0.75948,798,1.10604,743,0.98018,322,-0.3962,160,-1.5733,349,-0.2656,542,0.44314
ENSG00000178585,CTNNBIP1,22,-0.6888,40,0.21755,52,0.65692,41,0.27046,24,-0.5966,57,0.81503,33,-0.0722,20,-0.8232,24,-0.5466
ENSG00000162441,LZIC,98,1.08963,65,0.38702,50,-0.0394,49,-0.0727,31,-0.7808,5,-3.4510,58,0.21420,59,0.21874,40,-0.3801
ENSG00000130939,UBE4B,38,0.31529,28,-0.1509,63,1.16986,36,0.22222,41,0.43757,1,-4.9193,21,-0.6339,17,-0.8907,45,0.58767
ENSG00000054523,KIF1B,418,0.68330,256,-0.1171,414,0.66789,397,0.59846,387,0.55414,162,-0.8307,194,-0.6130,207,-0.4557,130,-1.1678
ENSG00000142657,PGD,57,-0.1007,34,-0.8765,49,-0.3306,95,0.72675,61,0.01252,149,1.53707,30,-1.1659,37,-0.7557,64,0.09287
ENSG00000175279,CENPS,2,-2.9548,10,-0.9468,9,-1.0962,13,-0.5765,12,-0.6178,29,0.72852,29,0.85519,25,0.48483,27,0.59432
ENSG00000241563,CORT,10,-6.7527,63,-4.1527,71,-3.9649,135,-3.0432,17,-6.0084,9667,7.42954,53,-4.5632,40,-4.8119,59,-4.2296
ENSG00000160049,DFFA,73,1.07321,43,0.18336,53,0.53215,53,0.51791,40,0.09020,21,-0.9293,29,-0.4909,20,-0.9851,22,-0.8591
ENSG00000142655,PEX14,8,-0.9251,26,0.89507,20,0.42212,21,0.55473,16,0.08904,3,-2.4270,10,-0.6833,12,-0.3896,25,0.82802
ENSG00000120948,TARDBP,104,0.93241,60,0.00976,88,0.65260,80,0.49784,71,0.30126,14,-2.1911,41,-0.6394,47,-0.3709,46,-0.3827
ENSG00000116649,SRM,41,-0.7425,62,-0.0836,82,0.36232,90,0.51555,57,-0.2250,31,-1.1745,61,-0.1358,68,0.05226,104,0.76028
ENSG00000171824,EXOSC10,60,0.84245,16,-1.1968,33,-0.1147,25,-0.5381,34,-0.1048,78,1.31245,24,-0.6768,32,-0.1574,31,-0.2083
ENSG00000198793,MTOR,19,-1.1004,37,-0.1102,47,0.29424,54,0.51019,47,0.27356,39,0.00281,24,-0.8420,36,-0.1160,66,0.85038
ENSG00000116661,FBXO2,132,-0.7460,398,1.04435,302,0.56891,111,-1.0190,139,-0.6759,146,-0.5926,204,-0.0784,233,0.13917,264,0.34720
ENSG00000132879,FBXO44,16,-2.2314,44,-0.6952,142,1.22054,82,0.27041,109,0.75437,56,-0.3373,35,-1.1150,72,0.08028,98,0.56937
ENSG00000116670,MAD2L2,21,0.61681,21,0.59397,19,0.40342,11,-0.3898,19,0.39507,0,-4.0576,11,-0.4365,7,-1.0599,24,0.81860
ENSG00000011021,CLCN6,42,-0.2218,32,-0.6346,88,0.97171,128,1.65808,81,0.82488,21,-1.2755,16,-1.8204,19,-1.3974,45,-0.1197
ENSG00000116685,KIAA2013,72,1.63810,21,-0.4357,35,0.36157,32,0.21198,44,0.76693,33,0.25823,4,-2.9873,7,-2.0956,27,-0.0659
ENSG00000083444,PLOD1,25,0.94987,11,-0.2994,22,0.78697,23,0.86207,17,0.33340,12,-0.2545,2,-3.0830,7,-0.9229,16,0.28945
ENSG00000116688,MFN2,79,-0.1390,42,-1.1044,187,1.31319,97,0.18813,119,0.51728,47,-0.9396,73,-0.2888,52,-0.7927,94,0.12942
ENSG00000116691,MIIP,19,0.28867,14,-0.1953,30,1.06435,25,0.77086,14,-0.1445,11,-0.5015,5,-1.8243,19,0.33040,14,-0.1418
ENSG00000048707,VPS13D,49,-0.2740,45,-0.4077,37,-0.7180,49,-0.2701,101,0.91903,157,1.73106,24,-1.4273,39,-0.6063,55,-0.0857
ENSG00000162496,DHRS3,12,-0.1317,43,2.06671,20,0.65087,17,0.41561,20,0.69558,0,-3.9577,2,-2.5821,3,-2.1527,12,-0.1924
ENSG00000116731,PRDM2,123,-0.1014,65,-1.0980,78,-0.8099,134,0.03098,204,0.72653,146,0.16644,141,0.13064,174,0.45877,107,-0.3200
ENSG00000189337,KAZN,69,0.80194,39,-0.1342,37,-0.2142,83,1.11209,49,0.22155,28,-0.6522,28,-0.7010,35,-0.2845,28,-0.6270
ENSG00000142634,EFHD2,22,-2.5532,111,-0.1080,171,0.60163,372,2.03395,195,0.82623,52,-1.2815,76,-0.7587,24,-2.4230,87,-0.4832
ENSG00000116138,DNAJC16,28,0.44264,26,0.31938,32,0.65750,29,0.51479,38,0.94415,1,-4.1307,8,-1.5584,20,-0.0451,22,0.04778
ENSG00000197312,DDI2,41,0.74723,17,-0.6039,46,0.94079,48,1.04580,43,0.83817,1,-4.8450,9,-1.6666,21,-0.2799,22,-0.2418
ENSG00000116786,PLEKHM2,36,-0.8814,92,0.59176,124,1.11446,30,-1.1610,69,0.13011,30,-1.1515,92,0.70547,32,-1.0479,39,-0.7549
ENSG00000065526,SPEN,167,1.23523,62,-0.4184,43,-0.9726,61,-0.4288,104,0.41574,102,0.37820,64,-0.3937,105,0.43289,32,-1.3965
ENSG00000116809,ZBTB17,22,0.54388,18,0.26563,41,1.65887,14,-0.1637,32,1.22042,0,-4.1806,5,-1.7656,5,-1.6815,12,-0.3718
ENSG00000037637,FBXO42,18,0.33640,11,-0.4539,15,0.01078,20,0.44008,30,1.14691,14,-0.1181,5,-1.7848,16,0.12037,16,0.07130
ENSG00000055070,SZRD1,69,1.82287,41,0.86632,41,0.88652,16,-0.5994,15,-0.6815,1,-4.6824,14,-0.8663,21,-0.2010,8,-1.7108
ENSG00000157191,NECAP2,27,0.27435,25,0.15840,25,0.17722,16,-0.5667,13,-0.8687,98,2.74395,4,-2.7683,12,-0.9248,3,-2.8609
ENSG00000219481,NBPF1,33,1.21175,24,0.64820,23,0.60482,12,-0.4057,17,0.07855,13,-0.3000,7,-1.3836,10,-0.7303,14,-0.2199
ENSG00000238142,BX284668.5,8,-1.0138,24,0.67610,2,-2.5659,7,-1.1477,10,-0.7053,4,-2.0325,31,1.36527,20,0.38731,19,0.32296
ENSG00000159363,ATP13A2,27,-1.9994,90,-0.1586,237,1.48548,127,0.39210,128,0.41465,160,0.78236,43,-1.3746,35,-1.6018,105,0.08134
ENSG00000117118,SDHB,59,-0.7781,73,-0.4538,62,-0.7110,75,-0.4282,66,-0.6148,128,0.43665,114,0.28115,132,0.48333,156,0.76096
ENSG00000117115,PADI2,398,4.15562,69,0.23450,45,-0.4325,36,-0.7963,9,-2.7296,6,-3.3096,9,-2.9014,5,-3.7019,9,-2.8346
ENSG00000179051,RCC2,25,0.89419,12,-0.2223,26,0.95029,19,0.46574,19,0.42324,4,-1.7697,7,-1.1552,13,-0.1974,12,-0.3224
ENSG00000117154,IGSF21,9,-2.8214,32,-0.9775,79,0.43413,142,1.45990,88,0.60641,51,-0.2860,38,-0.8062,38,-0.7429,92,0.67800
ENSG00000159423,ALDH4A1,20,-0.1543,34,0.68387,70,2.04131,15,-0.5881,5,-2.0995,25,0.21075,21,-0.0907,4,-2.3302,5,-2.1656
ENSG00000127481,UBR4,34,0.54116,29,0.28167,32,0.42838,22,-0.1788,36,0.63710,0,-4.7826,11,-1.3106,40,0.82193,28,0.22981
ENSG00000127463,EMC1,21,-0.1772,19,-0.3002,34,0.59630,40,0.88669,34,0.61874,19,-0.3318,11,-1.2365,16,-0.5500,28,0.29805
ENSG00000053372,MRTO4,31,-0.5217,34,-0.4093,78,0.95269,31,-0.5274,45,0.04119,40,-0.1185,36,-0.3191,58,0.46137,47,0.11410
ENSG00000053371,AKR7A2,44,0.29638,90,1.53737,35,-0.0742,16,-1.2367,22,-0.7599,6,-2.6698,35,-0.0624,36,-0.0320,46,0.37122
ENSG00000077549,CAPZB,151,-0.6669,197,-0.2536,220,-0.0811,232,0.00977,204,-0.1997,312,0.49000,237,0.04914,281,0.31523,239,0.05556
ENSG00000173436,MICOS10,195,-1.3098,520,0.21433,341,-0.4542,324,-0.5362,253,-0.9170,548,0.30185,727,0.90814,417,-0.1405,500,0.15050
ENSG00000158747,NBL1,41,-1.6736,135,0.13737,238,1.09553,188,0.68182,163,0.44187,90,-0.4955,89,-0.5795,81,-0.6598,125,0.01715
ENSG00000169914,OTUD3,9,-0.4478,6,-1.1053,14,0.28667,15,0.33522,22,0.97705,2,-2.5443,7,-0.9417,20,0.81269,19,0.74136
ENSG00000162545,CAMK2N1,964,-0.5925,1567,0.17556,1587,0.19648,581,-1.3651,1368,-0.0425,1008,-0.5243,2241,0.90571,1406,0.00139,1088,-0.4046
ENSG00000090432,MUL1,19,0.16794,11,-0.6298,16,-0.0360,22,0.45942,23,0.51702,32,1.08974,6,-1.6551,11,-0.6164,21,0.32484
ENSG00000158828,PINK1,175,-1.1837,398,0.08783,471,0.36206,604,0.78068,408,0.12683,254,-0.6207,313,-0.3280,302,-0.3520,530,0.56009
ENSG00000244038,DDOST,20,-0.7264,19,-0.7421,44,0.53642,49,0.70269,40,0.37808,37,0.26629,18,-0.9717,24,-0.3987,47,0.64462
ENSG00000117245,KIF17,2,-3.0813,7,-1.2686,21,0.52290,23,0.64553,24,0.69323,0,-4.1671,13,-0.3550,28,0.93861,25,0.77427
ENSG00000189410,SH2D5,1,-3.8734,17,-0.5990,76,1.92303,27,0.11105,33,0.43969,4,-2.7291,17,-0.6831,15,-0.8241,46,0.97569
ENSG00000127483,HP1BP3,275,0.72200,148,-0.2835,122,-0.5849,232,0.43498,220,0.34591,130,-0.4882,173,-0.0442,205,0.23257,96,-0.9565
ENSG00000075151,EIF4G3,143,-0.5457,62,-1.8032,58,-1.8966,225,0.17563,284,0.55995,207,0.04370,182,-0.1804,412,1.20487,262,0.42471
ENSG00000076864,RAP1GAP,38,-1.5150,35,-1.6503,109,0.08681,281,1.74436,233,1.38656,34,-1.7067,52,-1.1600,41,-1.4301,158,0.70464
ENSG00000090686,USP48,111,0.67394,32,-1.2945,46,-0.7135,68,-0.1267,98,0.47337,91,0.35337,55,-0.5032,126,0.88917,53,-0.5241
ENSG00000070831,CDC42,230,0.06466,130,-0.8231,174,-0.3779,252,0.21268,195,-0.2004,245,0.16598,186,-0.3055,300,0.50068,311,0.56117
ENSG00000004487,KDM1A,40,-0.3238,33,-0.6337,35,-0.5150,57,0.22706,74,0.65199,21,-1.3000,42,-0.2966,72,0.60487,79,0.76609
ENSG00000169641,LUZP1,17,-2.3348,45,-0.8553,93,0.26372,138,0.92865,158,1.16518,73,-0.1201,47,-0.8789,101,0.40405,69,-0.1992
ENSG00000125944,HNRNPR,190,0.82728,71,-0.7441,69,-0.7911,153,0.46238,96,-0.2891,93,-0.3350,105,-0.1676,162,0.55613,107,-0.1120
ENSG00000117318,ID3,75,2.60671,98,3.29901,2,-3.3472,1,-3.8030,4,-2.3167,2,-3.0611,1,-3.9367,0,-4.9184,0,-7.4207
ENSG00000142676,RPL11,822,0.63342,736,0.44766,343,-0.7636,368,-0.6580,250,-1.2481,552,-0.0190,760,0.57990,586,0.07462,413,-0.4777
ENSG00000011007,ELOA,30,0.20323,19,-0.5089,13,-1.0537,31,0.25052,47,0.94220,37,0.52180,19,-0.5834,31,0.23950,20,-0.4724
ENSG00000057757,PITHD1,111,-0.5549,68,-1.2921,214,0.49784,198,0.37269,163,0.05560,236,0.66116,121,-0.4645,163,0.05135,182,0.22997
ENSG00000011009,LYPLA2,14,-0.6564,21,2.08928,49,1.39689,8,-1.4205,31,0.58327,0,-4.6106,21,-0.0403,21,-0.0514,28,0.40554
ENSG00000117305,HMGCL,30,0.58021,21,0.00981,30,0.56936,5,-2.1717,8,-1.4223,28,0.43214,20,-0.0639,20,-0.0566,28,0.44799
ENSG00000189266,PNRC2,80,0.76430,46,-0.1289,36,-0.5268,72,0.59928,36,-0.5017,15,-1.7961,59,0.31579,50,-0.0029,46,-0.1258
ENSG00000188529,SRSF10,98,0.94669,51,-0.1272,44,-0.3715,67,0.29973,64,0.23451,27,-1.1269,40,-0.5394,60,0.13962,62,0.18326
ENSG00000001461,NIPAL3,275,1.78518,27,-1.9425,78,-0.3852,172,0.91643,155,0.73805,94,-0.0822,26,-2.1433,65,-0.6602,72,-0.5041
ENSG00000133226,SRRM1,352,1.02607,147,-0.4121,114,-0.8059,104,-0.9459,275,0.59918,233,0.32777,156,-0.3556,254,0.46468,117,-0.7673
ENSG00000169504,CLIC4,263,4.18943,52,0.46373,19,-1.0792,27,-0.5551,0,-6.0397,7,-2.5818,8,-2.4799,1,-4.7809,4,-3.4053
ENSG00000117614,SYF2,155,0.35767,116,-0.1047,80,-0.6821,99,-0.3605,93,-0.4558,136,0.15188,164,0.52309,155,0.35829,79,-0.7122
ENSG00000117616,RSRP1,112,1.00056,37,-0.7732,38,-0.7416,69,0.18223,131,1.27469,37,-0.7994,39,-0.7583,43,-0.5486,69,0.17655
ENSG00000183726,TMEM50A,110,0.93302,55,-0.1978,58,-0.1166,45,-0.5148,51,-0.3288,29,-1.1602,68,0.15688,69,0.16179,72,0.21748
ENSG00000204178,MACO1,56,0.39250,22,-1.0396,37,-0.2781,54,0.32705,63,0.58113,64,0.60716,27,-0.8371,56,0.40172,34,-0.4109
ENSG00000117643,MAN1C1,11,-0.8982,14,-0.4983,55,1.83089,14,-0.4623,25,0.44833,2,-3.1754,12,-0.7418,24,0.35428,22,0.22114
ENSG00000162430,SELENON,31,0.36841,39,0.74732,35,0.58586,31,0.39224,29,0.24838,49,1.16491,10,-1.4863,6,-2.1605,6,-2.1186
ENSG00000117640,MTFR1L,49,-0.2724,57,-0.0145,108,1.03192,102,0.93932,69,0.27777,56,-0.0646,29,-1.1498,28,-1.0916,52,-0.1622
ENSG00000117632,STMN1,1185,-0.6817,691,-1.5006,834,-1.2178,1437,-0.3828,1118,-0.7720,2112,0.23145,2566,0.64031,3052,0.84873,2740,0.66404
ENSG00000158008,EXTL1,5,-2.4385,35,0.27929,64,1.30162,39,0.45842,61,1.23983,11,-1.5289,23,-0.4243,9,-1.7554,23,-0.3577
ENSG00000142684,ZNF593,23,-0.9522,48,0.16349,59,0.50992,33,-0.4113,26,-0.7779,70,0.78433,42,-0.0378,48,0.15801,41,-0.1040
ENSG00000142669,SH3BGRL3,149,-0.6972,211,-0.1569,228,-0.0314,202,-0.2297,234,0.00449,179,-0.4128,247,0.10348,249,0.10937,384,0.82602
ENSG00000158062,UBXN11,11,-1.2022,26,0.12090,38,0.75517,17,-0.4971,22,-0.1562,5,-2.2135,30,0.43146,30,0.34438,30,0.36795
ENSG00000117682,DHDDS,7,-1.2502,14,-0.2633,11,-0.6579,40,1.43244,29,0.85876,0,-4.3025,10,-0.8452,22,0.45084,25,0.63139
ENSG00000198830,HMGN2,353,1.13308,239,0.45986,115,-0.7012,226,0.36764,88,-1.1125,62,-1.6361,205,0.24285,194,0.12436,112,-0.7387
ENSG00000117713,ARID1A,70,0.53507,65,0.41352,63,0.35781,74,0.61366,99,1.12287,38,-0.4484,18,-1.6476,41,-0.3148,18,-1.5551
ENSG00000204160,ZDHHC18,14,-0.5872,17,-0.2987,28,0.48910,30,0.61375,33,0.76030,42,1.19882,6,-1.8635,11,-0.9579,18,-0.2025
ENSG00000142751,GPN2,18,0.17123,10,-0.7426,17,0.02667,22,0.49011,19,0.24761,35,1.28199,7,-1.4092,16,-0.0724,13,-0.3733
ENSG00000090273,NUDC,162,-0.9420,262,-0.1968,239,-0.3376,277,-0.1069,171,-0.8543,404,0.50496,418,0.65191,355,0.29050,257,-0.2243
ENSG00000253368,TRNP1,0,-5.6760,20,-1.1489,66,0.70711,45,0.06746,42,-0.0380,49,0.22227,46,0.10847,49,0.19952,67,0.71702
ENSG00000142784,WDTC1,22,0.12717,32,0.73198,43,1.27507,22,0.14318,35,0.92283,0,-4.5414,18,-0.2113,2,-3.0852,9,-1.2199
ENSG00000186501,TMEM222,38,0.27041,32,-0.0374,58,0.96274,33,0.00571,27,-0.2763,16,-1.0985,22,-0.6517,24,-0.4423,52,0.77253
ENSG00000158195,WASF2,132,2.69746,58,1.03908,33,0.07411,14,-1.1638,16,-1.0373,1,-4.5057,17,-1.0385,18,-0.8648,6,-2.3681
ENSG00000126705,AHDC1,22,-0.4568,28,-0.0953,70,1.48959,37,0.35467,72,1.52983,3,-3.0838,9,-1.8074,20,-0.5821,22,-0.4115
ENSG00000126709,IFI6,69,-0.5506,101,0.06178,134,0.52299,111,0.20577,127,0.42447,95,-0.0317,42,-1.3933,92,-0.0847,161,0.82813
ENSG00000009780,FAM76A,27,0.35638,23,0.10546,4,-2.3898,39,0.99085,25,0.24264,33,0.70166,13,-0.8812,20,-0.0752,18,-0.2975
ENSG00000117758,STX12,119,0.10928,92,-0.2998,104,-0.1083,175,0.74186,114,0.03720,58,-1.0055,101,-0.1795,119,0.09945,132,0.26870
ENSG00000117751,PPP1R8,57,1.38647,24,-0.0486,50,1.14495,23,-0.1288,23,-0.1346,1,-4.0980,16,-0.8073,20,-0.3250,21,-0.2848
ENSG00000117748,RPA2,44,-0.4252,63,0.14422,37,-0.6719,91,0.76655,36,-0.7258,79,0.51341,34,-0.9030,61,0.09111,96,0.84573
